evidence_id,company_id,event_id,transaction_id,entity_id,source_file,pdf_page_start,pdf_page_end,document_page_start,document_page_end,source_section,source_line_range,evidence_text,evidence_summary,evidence_type,evidence_sha256,supported_fields,supported_value_source_type,review_status
EVD-688758-0004-01,688758,EVT-688758-0004,,,seven_companies_final_manual_review_completed.xlsx::证据索引,57,58,1-1-56,1-1-57,2、2021 年 8 月，报告期内第二次股权转让,"[{""pdf_page"": 57, ""line_start"": 29, ""line_end"": 37}, {""pdf_page"": 58, ""line_start"": 0, ""line_end"": 33}]","2、2021 年 8 月，报告期内第二次股权转让
2021 年 7 月 10 日，赛分有限召开股东会并作出决议，同意黄学英将其持有
的公司 0.8%的注册资本 22.00 万元以人民币 0 元的价格转让给高新同华。 本次股
权转让系为解决公司与高新同华之间的业绩承诺与补偿事宜。
2021 年 7 月 10 日，赛分有限、高新同华与黄学英签署《增资协议之补充协
议》，约定终止各方于 2015 年 7 月签署的《投资合作框架协议》中第四条“业
绩承诺”和各方于 2015 年 8 月签署的 《增资协议》 中第五条“业绩承诺和补偿”，
各方不再根据被终止条款享有任何权利或承担任何义务， 作为补偿， 黄学英同意
以合计人民币 0 元的价格向高新同华转让其所持有的赛分有限 22 万元注册资本，
苏州赛分科技股份有限公司                            首次公开发行股票并在科创板上市招股说明书
1-1-57
双方将另行签署《股权转让协议》。
黄学英与高新同华就上述股权转让事宜签署了 《股权转让协议》， 就该次股
权转让事项，黄学英已经取得了免税证明。
本次股权转让后，赛分有限的股权结构如下：
序号 股东姓名/名称 认缴出资额
（万元）
实缴出资额
（万元）
出资比例
（%） 出资方式
1 黄学英 803.1668 803.1668 29.1989 货币
2 周金清 280.0000 280.0000 10.1793 货币
3 陆民 257.4000 257.4000 9.3577 货币
4 国寿疌泉 250.0615 250.0615 9.0909 货币
5 高新同华 270.0000 270.0000 9.8158 货币
6 华泰大健康一号 175.1887 175.1887 6.3689 货币
7 苏州贤达 134.1500 134.1500 4.8770 货币
8 苏州博达 114.9389 114.9389 4.1786 货币
9 复星惟盈 126.3621 126.3621 4.5939 货币
10 苏州杰贤 69.4800 69.4800 2.5259 货币
11 潘鼎 63.2000 63.2000 2.2976 货币
12 海佳同康 47.4000 47.4000 1.7232 货币
13 苏州敦行 40.0000 40.0000 1.4542 货币
14 陈志华 30.0400 30.0400 1.0921 货币
15 耿卫东 30.0000 30.0000 1.0906 货币
16 骏耀投资 20.0000 20.0000 0.7271 货币
17 朱勤华 19.4081 19.4081 0.7056 货币
18 华泰大健康二号 12.0034 12.0034 0.4364 货币
19 道兴投资 2.8079 2.8079 0.1021 货币
20 唐斌 3.0041 3.0041 0.1092 货币
21 张敏 2.0654 2.0654 0.0751 货币
合计 2750.6769 2750.6769 100.0000 /",,TEXT,423a5ee3816081c6a0f2add8ab77a86b464a45b381de6a5bb78c41217dfb40d7,,DISCLOSED,FINAL_APPROVED
EVD-688758-0005-01,688758,EVT-688758-0005,,,seven_companies_final_manual_review_completed.xlsx::证据索引,59,59,1-1-58,1-1-58,4、2021 年 11 月，报告期内第二次增资,"[{""pdf_page"": 59, ""line_start"": 2, ""line_end"": 16}]","4、2021 年 11 月，报告期内第二次增资
2021 年 10 月 28 日，赛分科技召开 2021 年第一次临时股东大会，决议同意
赛分科技增发股份 4,243,901 股，新增股份由新增股东源峰磐赛、珠海峦恒、高
瓴祈睿、国药中生、圣成投资、国药二期、圣祁投资、夏尔巴二期、甘李药业、
吴征涛认购。
2021 年 10 月 28 日，上述新增股东与赛分科技签署了《增资协议》。截至
2021 年 11 月，上述新增股东已支付完毕全部增资款。
本次增资具体情况如下：
序号 股东姓名/名称 认购股份
（股）
股份价格
（元/股）
认购金额
（万元） 出资方式
1 源峰磐赛 1,571,815",,TEXT,ed5288aacecf32b1bb68686eac81bf0d602ad9a0a5625fb167f0f6ab443dd07f,,DISCLOSED,FINAL_APPROVED
EVD-688758-0006-01,688758,EVT-688758-0006,,,seven_companies_final_manual_review_completed.xlsx::证据索引,60,62,1-1-59,1-1-61,5、2021 年 12 月，报告期内第三次增资,"[{""pdf_page"": 60, ""line_start"": 30, ""line_end"": 33}, {""pdf_page"": 61, ""line_start"": 0, ""line_end"": 33}, {""pdf_page"": 62, ""line_start"": 0, ""line_end"": 23}]","5、2021 年 12 月，报告期内第三次增资
2021 年 11 月 22 日，赛分科技召开 2021 年第二次临时股东大会，决议同意
赛分科技增发股份 117,886 股，新增股份由新增股东聚贝投资以人民币 1,500 万
元认购。
苏州赛分科技股份有限公司                            首次公开发行股票并在科创板上市招股说明书
1-1-60
2021 年 11 月 22 日，聚贝投资与赛分科技及原股东签署了《增资协议》。
截至 2021 年 12 月，聚贝投资支付完毕全部增资款。
2021 年 12 月 6 日，赛分科技取得了江苏省市场监督管理局换发的《营业执
照》。
本次增资完成后，赛分科技的股权结构如下：
序号 股东姓名/名称 股份数量（股） 持股比例（%）
1 黄学英 8,031,668 25.2025
2 周金清 2,800,000 8.7861
3 高新同华 2,700,000 8.4723
4 陆民 2,574,000 8.0769
5 国寿疌泉 2,500,615 7.8467
6 华泰大健康一号 1,751,887 5.4972
7 源峰磐赛 1,571,815 4.9322
8 苏州贤达 1,341,500 4.2095
9 复星惟盈 1,263,621 3.9651
10 苏州博达 1,149,389 3.6067
11 苏州杰贤 694,800 2.1802
12 潘鼎 632,000 1.9831
13 珠海峦恒 628,726 1.9729
14 高瓴祈睿 628,726 1.9729
15 海佳同康 474,000 1.4874
16 国药中生 461,846 1.4492
17 苏州敦行 400,000 1.2552
18 夏尔巴二期 392,954 1.2330
19 陈志华 300,400 0.9426
20 耿卫东 300,000 0.9414
21 甘李药业 235,772 0.7398
22 骏耀投资 200,000 0.6276
23 朱勤华 194,081 0.6090
24 吴征涛 157,182 0.4932
25 国药二期 155,625 0.4883
26 华泰大健康二号 120,034 0.3767
苏州赛分科技股份有限公司                            首次公开发行股票并在科创板上市招股说明书
1-1-61
序号 股东姓名/名称 股份数量（股） 持股比例（%）
27 聚贝投资 117,886 0.3699
28 唐斌 30,041 0.0943
29 道兴投资 28,079 0.0881
30 张敏 20,654 0.0648
31 圣成投资 9,699 0.0304
32 圣祁投资 1,556 0.0049
合计 31,868,556 100.0000
该次增资中， 赛分科技全体股东共同签署了 《苏州赛分科技股份有限公司之
股东协议》，约定了投资方的特别权利，包括优先认购权、优先购买权、共同出
售权、反稀释权、优先清算权、回赎权等。并确认该股东协议为约定股东权利、
义务的唯一和全部协议， 该股东协议之前的有关股东权利、 义务的任何协议均告
终止。
该股东协议第 3.1.2 条“特别权利的终止”，明确约定“投资人和其他股东
在此分别确认并同意， 为使公司顺利实现合格首次公开发行之目的， 本协议项下
其优先认购权、优先购买权、共同出售权、反稀释权、优先分配利润的权利、优
先清算权、 回赎权、 最优惠待遇以及任何其他可能构成公司合格首次公开发行的
实质法律障碍或对公司上市进程造成任何重大不利影响的条款自公司合格首次
公开发行申报基准日起或其另行书面同意的更早时点起不可撤销地终止并自始
无效。”
鉴于本次发行的申报基准日为 2022 年 6 月 30 日， 该股东协议约定的投资方
的特别权利，均自 2022 年 6 月 30 日起不可撤销地终止，并自始无效。",,TEXT,27e3bbf165676fd7cbc0ff45f67ec9a88f29c1c4933276e54d5caf6b32ababeb,,DISCLOSED,FINAL_APPROVED
EVD-688758-0007-01,688758,EVT-688758-0007,,,seven_companies_final_manual_review_completed.xlsx::证据索引,62,64,1-1-61,1-1-63,6、2021 年 12 月，报告期内第一次资本公积转增股本,"[{""pdf_page"": 62, ""line_start"": 24, ""line_end"": 30}, {""pdf_page"": 63, ""line_start"": 0, ""line_end"": 34}, {""pdf_page"": 64, ""line_start"": 0, ""line_end"": 5}]","6、2021 年 12 月，报告期内第一次资本公积转增股本
2021 年 12 月 6 日，赛分科技召开 2021 年第三次临时股东大会决议，决议
同意赛分科技以 2021 年 11 月 25 日总股本 31,868,556 股为基数，以资本公积金
向公司现有全体股东每 10 股转增 105 股， 共计转增股本334,619,838 股， 每股面
值 1 元。 本次转增完成后， 公司股本总数由31,868,556 股变更为 366,488,394 股，
并同步修改《公司章程》。
2021 年 12 月 15 日，赛分科技取得了江苏省市场监督管理局换发的《营业
苏州赛分科技股份有限公司                            首次公开发行股票并在科创板上市招股说明书
1-1-62
执照》。
本次增资完成后，赛分科技的股权结构如下：
序号 股东姓名/名称 股份数量（股） 持股比例（%）
1 黄学英 92,364,177 25.2025
2 周金清 32,200,000 8.7861
3 高新同华 31,050,000 8.4723
4 陆民 29,601,000 8.0769
5 国寿疌泉 28,757,073 7.8467
6 华泰大健康一号 20,146,701 5.4972
7 源峰磐赛 18,075,873 4.9322
8 苏州贤达 15,427,250 4.2095
9 复星惟盈 14,531,642 3.9651
10 苏州博达 13,217,974 3.6067
11 苏州杰贤 7,990,200 2.1802
12 潘鼎 7,268,000 1.9831
13 珠海峦恒 7,230,349 1.9729
14 高瓴祈睿 7,230,349 1.9729
15 海佳同康 5,451,000 1.4874
16 国药中生 5,311,229 1.4492
17 苏州敦行 4,600,000 1.2552
18 夏尔巴二期 4,518,971 1.2330
19 陈志华 3,454,600 0.9426
20 耿卫东 3,450,000 0.9414
21 甘李药业 2,711,378 0.7398
22 骏耀投资 2,300,000 0.6276
23 朱勤华 2,231,932 0.6090
24 吴征涛 1,807,593 0.4932
25 国药二期 1,789,688 0.4883
26 华泰大健康二号 1,380,391 0.3767
27 聚贝投资 1,355,689 0.3699
28 唐斌 345,472 0.0943
29 道兴投资 322,909 0.0881
30 张敏 237,521 0.0648
苏州赛分科技股份有限公司                            首次公开发行股票并在科创板上市招股说明书
1-1-63
序号 股东姓名/名称 股份数量（股） 持股比例（%）
31 圣成投资 111,539 0.0304
32 圣祁投资 17,894 0.0049
合计 366,488,394 100.0000",,TEXT,45ad6aa86e91ba2a98a24a9490d563af8dd8c8c9ad9df7b052026188c730d3a9,,DISCLOSED,FINAL_APPROVED
EVD-688775-0001-01,688775,EVT-688775-0001,,,seven_companies_final_manual_review_completed.xlsx::证据索引,62,63,1-1-62,1-1-63,1、有限公司设立情况,"[{""pdf_page"": 62, ""line_start"": 47, ""line_end"": 48}, {""pdf_page"": 63, ""line_start"": 0, ""line_end"": 7}]","1、有限公司设立情况
2015 年 7 月 9 日，北京岚锋以货币出资方式设立深圳岚锋，公司注册资本
影石创新科技股份有限公司                                   招股说明书
1-1-63
1,000.00 万元。同日，深圳市市场监督管理局向深圳岚锋签发了《营业执照》
（社会信用统一代码：91440300342470600P）。
深圳岚锋设立时，出资情况如下：
序号 股东名称 出资额（万元） 持股比例（%）
1 北京岚锋 1,000.00 100.00
合计 1,000.00 100.00",,TEXT,c1f27122909de94aa62303c02d1ddbed7acff2e67fb4ef6f2f61d647f225fcbe,,DISCLOSED,FINAL_APPROVED
EVD-688775-0002-01,688775,EVT-688775-0002,,,seven_companies_final_manual_review_completed.xlsx::证据索引,63,64,1-1-63,1-1-64,2、股份公司设立情况,"[{""pdf_page"": 63, ""line_start"": 8, ""line_end"": 29}, {""pdf_page"": 64, ""line_start"": 0, ""line_end"": 28}]","2、股份公司设立情况
2020 年 1 月 3 日，深圳岚锋召开董事会，全体董事一致同意将深圳岚锋变
更为股份公司，名称拟定为“影石创新科技股份有限公司” 。同日，深圳岚锋全
体股东签署了《影石创新科技股份有限公司发起人协议》 。
截至 2019 年 10 月 31 日，深圳岚锋账面净资产为 52,728.05 万元。深圳岚锋
全体股东以其拥有的截至 2019 年 10 月 31 日（股改基准日）的净资产 52,728.05
万元出资，并按照 1：1.4647 的比例折合股本 36,000.00 万元，其余计入资本公
积。截至 2020 年 1 月 18 日，公司已收到全体股东缴纳的注册资本合计人民币
36,000.00 万元，出资方式为净资产折股。
深圳岚锋在评估基准日（2019 年 10 月 31 日）净资产评估价值为 54,553.14
万元。
2020 年 1 月 18 日，公司召开创立大会暨第一次临时股东大会，审议通过成
立影石创新科技股份有限公司等事宜，并签署了《影石创新科技股份有限公司
章程》 。
2020 年 2 月 26 日，深圳市市场监督管理局核准了本次备案登记，并签发了
新的《营业执照》 。
影石创新设立时，股本结构如下：
序号 股东名称 股份数（万股） 持股比例（%）
1 北京岚锋 10,777.5453 29.9376
2 EARN ACE 4,796.6179 13.3239
3 QM101 3,384.0413 9.4001
4 香港迅雷 3,143.7542 8.7327
影石创新科技股份有限公司                                   招股说明书
1-1-64
序号 股东名称 股份数（万股） 持股比例（%）
5 岚沣管理 1,464.0237 4.0667
6 华金同达 1,436.7094 3.9909
7 厦门富凯 1,332.1116 3.7003
8 澜烽管理 1,171.2193 3.2534
9 伊敦传媒 976.4985 2.7125
10 领誉基石 960.1358 2.6670
11 中证投资 911.2616 2.5313
12 金石智娱 911.2486 2.5312
13 芜湖旷沄 638.5374 1.7737
14 朗玛六号 600.5396 1.6682
15 天正投资 584.9989 1.6250
16 朗玛五号 540.4859 1.5013
17 深圳麦高 468.0393 1.3001
18 朗玛九号 455.3182 1.2648
19 德朴投资 287.0651 0.7974
20 朗玛十四号 224.9975 0.6250
21 利得鑫投 216.0001 0.6000
22 汇智同裕 191.5613 0.5321
23 华金创盈 157.4973 0.4375
24 岚烽管理 145.8319 0.4051
25 威明投资 89.9968 0.2500
26 山东龙兴（SS） 70.3268 0.1954
27 知盛投资 63.6367 0.1768
合计 36,000.00 100.00
注：根据《上市公司国有股权监督管理办法》的规定，国有股东的证券账户应标注“ SS”，
SS 为“State-owned Shareholders”的简称，即国有股东",,TEXT,645d790fa6cef589717fba9590e694136cd6805a4069d7d4b4537461d8e17fc2,,DISCLOSED,FINAL_APPROVED
EVD-688775-0003-01,688775,EVT-688775-0003,,,seven_companies_final_manual_review_completed.xlsx::证据索引,65,66,1-1-65,1-1-66,1、2023 年 3 月，股份公司第一次股权转让,"[{""pdf_page"": 65, ""line_start"": 31, ""line_end"": 33}, {""pdf_page"": 66, ""line_start"": 0, ""line_end"": 1}]","1、2023 年 3 月，股份公司第一次股权转让
2023 年 1 月 28 日和 2023 年 2 月 17 日，影石创新分别召开董事会和股东大
会并形成决议，同意德朴投资以 1,462.7126 万元的对价向汇智同裕转让股本
影石创新科技股份有限公司                                   招股说明书
1-1-66",,TEXT,6d1858e21741e4db2fed9c6689bf0136bf0a379db08ea4f8040c430423251c0e,,DISCLOSED,FINAL_APPROVED
EVD-920100-0001-01,920100,EVT-920100-0001,,,seven_companies_final_manual_review_completed.xlsx::证据索引,39,39,1-1-39,1-1-39,2021 年 3 月，上述股权代持已解除， 涉及代持各方不存在纠纷或潜在纠纷， 上述股权代持情况,"[{""pdf_page"": 39, ""line_start"": 14, ""line_end"": 16}]","2021 年 3 月，上述股权代持已解除， 涉及代持各方不存在纠纷或潜在纠纷， 上述股权代持情况
不影响发行人股权有效性，不构成本次发行的实质性法律障碍。截至本招股说明书签署日，公司不
存在股权代持的情况。",,TEXT,129a401db0e5bdcd01a9468f227b64ac855a19b9c557f4db20eadef6b550aec7,,DISCLOSED,FINAL_APPROVED
EVD-920116-0001-01,920116,EVT-920116-0001,,,seven_companies_final_manual_review_completed.xlsx::证据索引,35,36,1-1-35,1-1-36,2023 年 5 月 16 日，公司在全国股转系统网站发布《股票定向发行新增股份在全国,"[{""pdf_page"": 35, ""line_start"": 26, ""line_end"": 28}, {""pdf_page"": 36, ""line_start"": 0, ""line_end"": 0}]","2023 年 5 月 16 日，公司在全国股转系统网站发布《股票定向发行新增股份在全国
股份转让系统挂牌并公开转让的公告》 ， 本次定向发行新增股份于2023 年 5 月 19 日起
在全国中小企业股份转让系统挂牌并公开转让。
1-1-36",,TEXT,9cd5d30beee1d5e047fc3c868a2f054922c1a7382204961f95addb063710d77f,,DISCLOSED,FINAL_APPROVED
EVD-920116-0001-02,920116,EVT-920116-0001,,,seven_companies_final_manual_review_completed.xlsx::证据索引,35,35,1-1-35,1-1-35,2023 年 5 月 16 日，公司在全国股转系统网站发布《股票定向发行新增股份在全国,"[{""pdf_page"": 35, ""line_start"": 2, ""line_end"": 22}]","公司于全国股转系统挂牌后，报告期内共进行过一次定向发行，具体情况如下：
2023 年 3 月 28 日，公司召开第一届董事会第六次会议，审议通过了《关于<中科
星图测控技术股份有限公司 2023 年第一次股票定向发行说明书>的议案》《关于<中科
星图测控技术股份有限公司 2023 年员工持股计划 （草案）>的议案》 等相关议案。 同日，
公司召开第一届监事会第三次会议，审议通过了《关于<中科星图测控技术股份有限公
司 2023 年第一次股票定向发行说明书>的议案》《关于<中科星图测控技术股份有限公
司 2023 年员工持股计划（草案）>的议案》等相关议案。
2023 年 4 月 12 日，公司召开 2023 年第三次临时股东大会，审议通过了《关于<中
科星图测控技术股份有限公司 2023 年第一次股票定向发行说明书>的议案》《关于<中
科星图测控技术股份有限公司 2023 年员工持股计划（草案）>的议案》等相关议案。
2023 年 4 月 26 日，全国股转公司印发《关于同意中科星图测控技术股份有限公司
股票定向发行的函》（股转函〔2023〕876 号）。本次股票发行股数为 7,500,000 股，
每股价格为人民币 6.30 元，募集资金总额为 47,250,000.00 元。
本次发行的具体情况如下：
序号 发行对象名称 认购数量（股） 认购金额（元） 认购方式
1 策星银河 2,790,000 17,577,000.00 现金
2 策星逐日 1,710,000 10,773,000.00 现金
3 幸福二期 3,000,000 18,900,000.00 现金
合计 7,500,000 47,250,000.00 -
2023 年 5 月 9 日，立信会计师出具《验资报告》（信会师报字[2023]第 ZG11482
号），经审验，截至 2023 年 5 月 8 日止，公司已定向发行人民币普通股 7,500,000 股，",,TEXT,41fc3fb4dae489746e32b1aa59cd81c1e27973567e8e6d6ea40f298826a706cc,,DISCLOSED,FINAL_APPROVED
EVD-920116-0001-03,920116,EVT-920116-0001,,,seven_companies_final_manual_review_completed.xlsx::证据索引,35,35,1-1-35,1-1-35,2023 年 5 月 16 日，公司在全国股转系统网站发布《股票定向发行新增股份在全国,"[{""pdf_page"": 35, ""line_start"": 5, ""line_end"": 25}]","星图测控技术股份有限公司 2023 年员工持股计划 （草案）>的议案》 等相关议案。 同日，
公司召开第一届监事会第三次会议，审议通过了《关于<中科星图测控技术股份有限公
司 2023 年第一次股票定向发行说明书>的议案》《关于<中科星图测控技术股份有限公
司 2023 年员工持股计划（草案）>的议案》等相关议案。
2023 年 4 月 12 日，公司召开 2023 年第三次临时股东大会，审议通过了《关于<中
科星图测控技术股份有限公司 2023 年第一次股票定向发行说明书>的议案》《关于<中
科星图测控技术股份有限公司 2023 年员工持股计划（草案）>的议案》等相关议案。
2023 年 4 月 26 日，全国股转公司印发《关于同意中科星图测控技术股份有限公司
股票定向发行的函》（股转函〔2023〕876 号）。本次股票发行股数为 7,500,000 股，
每股价格为人民币 6.30 元，募集资金总额为 47,250,000.00 元。
本次发行的具体情况如下：
序号 发行对象名称 认购数量（股） 认购金额（元） 认购方式
1 策星银河 2,790,000 17,577,000.00 现金
2 策星逐日 1,710,000 10,773,000.00 现金
3 幸福二期 3,000,000 18,900,000.00 现金
合计 7,500,000 47,250,000.00 -
2023 年 5 月 9 日，立信会计师出具《验资报告》（信会师报字[2023]第 ZG11482
号），经审验，截至 2023 年 5 月 8 日止，公司已定向发行人民币普通股 7,500,000 股，
每股发行价格 6.30 元，共募集资金人民币 47,250,000.00 元，扣除不含税发行费用人民
币 561,084.91 元，实际募集资金净额人民币 46,688,915.09 元，其中增加注册资本人民
币 7,500,000.00 元，增加资本公积 39,188,915.09 元。",,TEXT,0cb6be811c0079df0cc0707d660fd133c85769ccdb0243083ccdd2921c0f500a,,DISCLOSED,FINAL_APPROVED
EVD-920116-0001-04,920116,EVT-920116-0001,,,seven_companies_final_manual_review_completed.xlsx::证据索引,35,35,1-1-35,1-1-35,2023 年 5 月 16 日，公司在全国股转系统网站发布《股票定向发行新增股份在全国,"[{""pdf_page"": 35, ""line_start"": 8, ""line_end"": 28}]","司 2023 年员工持股计划（草案）>的议案》等相关议案。
2023 年 4 月 12 日，公司召开 2023 年第三次临时股东大会，审议通过了《关于<中
科星图测控技术股份有限公司 2023 年第一次股票定向发行说明书>的议案》《关于<中
科星图测控技术股份有限公司 2023 年员工持股计划（草案）>的议案》等相关议案。
2023 年 4 月 26 日，全国股转公司印发《关于同意中科星图测控技术股份有限公司
股票定向发行的函》（股转函〔2023〕876 号）。本次股票发行股数为 7,500,000 股，
每股价格为人民币 6.30 元，募集资金总额为 47,250,000.00 元。
本次发行的具体情况如下：
序号 发行对象名称 认购数量（股） 认购金额（元） 认购方式
1 策星银河 2,790,000 17,577,000.00 现金
2 策星逐日 1,710,000 10,773,000.00 现金
3 幸福二期 3,000,000 18,900,000.00 现金
合计 7,500,000 47,250,000.00 -
2023 年 5 月 9 日，立信会计师出具《验资报告》（信会师报字[2023]第 ZG11482
号），经审验，截至 2023 年 5 月 8 日止，公司已定向发行人民币普通股 7,500,000 股，
每股发行价格 6.30 元，共募集资金人民币 47,250,000.00 元，扣除不含税发行费用人民
币 561,084.91 元，实际募集资金净额人民币 46,688,915.09 元，其中增加注册资本人民
币 7,500,000.00 元，增加资本公积 39,188,915.09 元。
2023 年 5 月 16 日，公司在全国股转系统网站发布《股票定向发行新增股份在全国
股份转让系统挂牌并公开转让的公告》 ， 本次定向发行新增股份于2023 年 5 月 19 日起
在全国中小企业股份转让系统挂牌并公开转让。",,TEXT,ed4ef4f181ff8f2f317c975165e088186105046ef33bec34e078f21ce842e64e,,DISCLOSED,FINAL_APPROVED
EVD-920116-0001-05,920116,EVT-920116-0001,,,seven_companies_final_manual_review_completed.xlsx::证据索引,35,36,1-1-35,1-1-36,2023 年 5 月 16 日，公司在全国股转系统网站发布《股票定向发行新增股份在全国,"[{""pdf_page"": 35, ""line_start"": 20, ""line_end"": 28}, {""pdf_page"": 36, ""line_start"": 0, ""line_end"": 11}]","合计 7,500,000 47,250,000.00 -
2023 年 5 月 9 日，立信会计师出具《验资报告》（信会师报字[2023]第 ZG11482
号），经审验，截至 2023 年 5 月 8 日止，公司已定向发行人民币普通股 7,500,000 股，
每股发行价格 6.30 元，共募集资金人民币 47,250,000.00 元，扣除不含税发行费用人民
币 561,084.91 元，实际募集资金净额人民币 46,688,915.09 元，其中增加注册资本人民
币 7,500,000.00 元，增加资本公积 39,188,915.09 元。
2023 年 5 月 16 日，公司在全国股转系统网站发布《股票定向发行新增股份在全国
股份转让系统挂牌并公开转让的公告》 ， 本次定向发行新增股份于2023 年 5 月 19 日起
在全国中小企业股份转让系统挂牌并公开转让。
1-1-36
（九） 报告期内重大资产重组情况
报告期内，公司未发生重大资产重组。
（十） 报告期内控制权变动情况
报告期内，公司控股股东、实际控制人未发生变动。
（十一） 报告期内股利分配情况
报告期内，公司未进行过股利分配。
三、 发行人的股权结构
截至报告期末，公司的股权结构如下：
四、 发行人股东及实际控制人情况
（一） 控股股东、实际控制人情况
1、控股股东",,TEXT,3f4e414b9c4078ef6c95bf7abd233eec75a93d10c1347fd78d67aa0612cf25a0,,DISCLOSED,FINAL_APPROVED
CE-001-E01,301563,CE-001,,,301563_云汉芯城_IPO招股说明书.pdf,55,55,54,54,（二）云汉有限的设立情况,,2008年4月17日，深圳市云汉电子有限公司和刘云锋共同申请设立公司前身上海云汉电子有限公司，注册资本为50万元；深圳云汉电子和刘云锋各认缴25万元、各占50%。,25万元、50万元和50%均为原文披露值。,TEXT,,设立申请时间；设立申请人；初始注册资本；认缴出资；原文持股比例,DISCLOSED,FINAL_APPROVED
CE-001-E02,301563,CE-001,,,301563_云汉芯城_IPO招股说明书.pdf,55,55,54,54,（二）云汉有限的设立情况,,2008年5月5日，上海德欣会计师事务所有限公司对上海云汉电子有限公司（筹）截至2008年5月4日的出资情况进行了审验，并出具沪德欣（2008）验字第5205号《验资报告》，确认50万元出资已于登记之前足额缴纳。,不将2008-05-04推定为每名股东的具体缴款日。,TEXT,,验资截止日；验资报告日；验资机构；验资报告编号；足额缴纳事实,DISCLOSED,FINAL_APPROVED
CE-001-E03,301563,CE-001,,,301563_云汉芯城_IPO招股说明书.pdf,55,55,54,54,（二）云汉有限的设立情况,,2021年10月28日，容诚会计师出具验资复核报告，对2008年的验资情况进行复核。,历史验资证据复核，不是新的出资、增资或公司设立事件。,TEXT,,后续验资复核时间及性质,DISCLOSED,FINAL_APPROVED
CE-001-E04,301563,CE-001,,,301563_云汉芯城_IPO招股说明书.pdf,55,55,54,54,（二）云汉有限的设立情况,,2008年5月7日，上海云汉电子有限公司办理完毕工商登记手续，并取得上海市工商行政管理局松江分局下发的《企业法人营业执照》，注册号为310227001377671。,,TEXT,,工商设立登记完成时间；登记机关；营业执照；注册号,DISCLOSED,FINAL_APPROVED
CE-001-E05,301563,CE-001,,,301563_云汉芯城_IPO招股说明书.pdf,56,56,55,55,（二）云汉有限的设立情况,,设立时股东表：深圳市云汉电子有限公司注册资本25.00万元、持股50.00%；刘云锋注册资本25.00万元、持股50.00%；合计50.00万元、100.00%。,表格原文披露值，不重新计算。,TABLE,,设立时股东；注册资本；原文持股比例,DISCLOSED,FINAL_APPROVED
CE-001-E06,301563,CE-001,,,301563_云汉芯城_IPO招股说明书.pdf,56,56,55,55,（三）云汉有限设立以来股本演变情况,,流程图节点：2008年5月，有限公司设立，注册资本50万元；由深圳云汉电子和刘云锋共同出资设立。,属于对设立正文的概括性重复披露，不另建第二个设立事件。,FIGURE,,事件标题时间；流程图概括；设立股东,DISCLOSED,FINAL_APPROVED
CE-002-E01,301563,CE-002,,,301563_云汉芯城_IPO招股说明书.pdf,56,56,55,55,（三）云汉有限设立以来股本演变情况,,2009年12月，有限公司第一次股权转让及增资，注册资本增至100万元。,流程图左侧事件节点；月份级概括，不能替代协议、缴款或工商日期。,FIGURE,,事件标题时间；复合事件类型；增资后注册资本,DISCLOSED,FINAL_APPROVED
CE-002-E02,301563,CE-002,,,301563_云汉芯城_IPO招股说明书.pdf,56,56,55,55,（三）云汉有限设立以来股本演变情况,,深圳市云汉电子有限公司将其持有的有限公司50%股权转让给曾烨，曾烨、刘云锋按原持股比例增资50万元，注册资本增至100万元。,流程图右侧说明框。各自增资额、转让价格、协议日、缴款日和工商变更日均未披露。,FIGURE,,转让方；受让方；转让标的；全部转让判断；增资参与方；合计增资额；增资后注册资本；行为先后关系,DISCLOSED,FINAL_APPROVED
CE-003-E01,301563,CE-003,,,301563_云汉芯城_IPO招股说明书.pdf,56,56,55,55,（三）云汉有限设立以来股本演变情况,,“2014年6月，有限公司第二次股权转让，注册资本100万元。”,流程图左侧节点；日期仅精确到月份。,FIGURE,,事件标题时间；事件类型；注册资本,DISCLOSED,FINAL_APPROVED
CE-003-E02,301563,CE-003,,,301563_云汉芯城_IPO招股说明书.pdf,56,56,55,55,（三）云汉有限设立以来股本演变情况,,“刘云锋将其持有的15.75%、6.85%的股权分别转让给曾烨、为赛咨询。”,流程图右侧说明框。,FIGURE,,转让方；受让方；分别转让比例；变化方向,DISCLOSED,FINAL_APPROVED
CE-004-E01,301563,CE-004,,,301563_云汉芯城_IPO招股说明书.pdf,56,56,55,55,云汉有限设立以来股本演变情况,,“2014年8月，有限公司第二次增资，注册资本增至128.205万元。”,,FIGURE,,标题时间；事件类型；增资后注册资本,DISCLOSED,FINAL_APPROVED
CE-004-E02,301563,CE-004,,,301563_云汉芯城_IPO招股说明书.pdf,56,56,55,55,云汉有限设立以来股本演变情况,,“力源信息、东方富海及芜湖富海共同增资28.205万元。”,,FIGURE,,增资方；合计增资额；新增股东方向,DISCLOSED,FINAL_APPROVED
CE-005-E01,301563,CE-005,,,301563_云汉芯城_IPO招股说明书.pdf,56,56,55,55,云汉有限设立以来股本演变情况,,“2015年1月，有限公司第三次增资，注册资本增至136.9864万元。”,,FIGURE,,标题时间；事件类型；注册资本,DISCLOSED,FINAL_APPROVED
